TOWNSHIPID;TOWN_NAME_DESC
1750;GREENSTONE HILL EXT.21
1751;GREENSTONE HILL EXT.22
1752;GREENSTONE HILL EXT.24
1753;GREENSTONE HILL EXT.27
1754;GREENSTONE HILL EXT.28
1755;GREENSTONE HILL EXT.30
1756;GREENSTONE HILL EXT.31
1757;GREENSTONE HILL EXT.32
1758;GREENSTONE HILL EXT.33
1759;GREENSTONE HILL EXT.34
1760;GREENSTONE HILL EXT.35
1761;GREENSTONE HILL EXT.36
1762;GREENSTONE PARK
1763;GREENSTONE PARK EXT.1
1764;GREENSTONE PARK EXT.2
1765;GREENSTONE PARK EXT.3
1766;GRESSWOLD
1767;GREYMONT
1768;GREYMONT EXT.1
1769;GROBLERPARK EXT.1
1770;GROBLERPARK EXT.6
1771;GROBLERPARK EXT.9
1772;GROBLERPARK EXT.14
1773;GROBLERPARK EXT.15
1774;GROBLERPARK EXT.20
1775;GROBLERPARK EXT.21
1776;GROBLERPARK EXT.26
1777;GROBLERPARK EXT.27
1778;GROBLERPARK EXT.28
1779;GROBLERPARK EXT.29
1780;GROBLERPARK EXT.30
1781;GROBLERPARK EXT.31
1782;GROBLERPARK EXT.32
1783;GROBLERPARK EXT.33
1784;GROBLERPARK EXT.34
1785;GROBLERPARK EXT.35
1786;GROBLERPARK EXT.36
1787;GROBLERPARK EXT.38
1788;GROBLERPARK EXT.47
1789;GROBLERPARK EXT.48
1790;GROBLERPARK EXT.49
1791;GROBLERPARK EXT.51
1792;GROBLERPARK EXT.52
1793;GROBLERPARK EXT.55
1794;GROBLERPARK EXT.56
1795;GROBLERPARK EXT.58
1796;GROBLERPARK EXT.59
1797;GROBLERPARK EXT.64
1798;GROBLERPARK EXT.67
1799;GROBLERPARK EXT.68
1800;GROBLERPARK EXT.71
1801;GROBLERPARK EXT.72
1802;GROBLERPARK EXT.73
1803;GROBLERPARK EXT.75
1804;GROBLERPARK EXT.76
1805;GROBLERPARK EXT.79
1806;GROBLERPARK EXT.80
1807;GROBLERPARK EXT.82
1808;GROBLERPARK EXT.83
1809;GROBLERPARK EXT.84
1810;GROBLERPARK EXT.85
1811;GROBLERPARK EXT.86
1812;GROBLERPARK EXT.92
1813;GROBLERPARK EXT.93
1814;GROBLERPARK EXT.96
1815;GROBLERPARK EXT.100
1816;GROBLERPARK EXT.101
1817;GROBLERPARK EXT.103
1818;GROBLERPARK EXT.104
1819;HADDON
1820;HADDON EXT.1
1821;HADDON EXT.2
1822;HALFWAY GARDENS EXT.1
1823;HALFWAY GARDENS EXT.3
1824;HALFWAY GARDENS EXT.4
1825;HALFWAY GARDENS EXT.5
1826;HALFWAY GARDENS EXT.7
1827;HALFWAY GARDENS EXT.8
1828;HALFWAY GARDENS EXT.11
1829;HALFWAY GARDENS EXT.13
1830;HALFWAY GARDENS EXT.14
1831;HALFWAY GARDENS EXT.16
1832;HALFWAY GARDENS EXT.17
1833;HALFWAY GARDENS EXT.19
1834;HALFWAY GARDENS EXT.20
1835;HALFWAY GARDENS EXT.22
1836;HALFWAY GARDENS EXT.23
1837;HALFWAY GARDENS EXT.24
1838;HALFWAY GARDENS EXT.25
1839;HALFWAY GARDENS EXT.30
1840;HALFWAY GARDENS EXT.31
1841;HALFWAY GARDENS EXT.34
1842;HALFWAY GARDENS EXT.35
1843;HALFWAY GARDENS EXT.37
1844;HALFWAY GARDENS EXT.40
1845;HALFWAY GARDENS EXT.41
1846;HALFWAY GARDENS EXT.42
1847;HALFWAY GARDENS EXT.43
1848;HALFWAY GARDENS EXT.44
1849;HALFWAY GARDENS EXT.45
1850;HALFWAY GARDENS EXT.46
1851;HALFWAY GARDENS EXT.47
1852;HALFWAY GARDENS EXT.48
1853;HALFWAY GARDENS EXT.49
1854;HALFWAY GARDENS EXT.52
1855;HALFWAY GARDENS EXT.53
1856;HALFWAY GARDENS EXT.54
1857;HALFWAY GARDENS EXT.56
1858;HALFWAY GARDENS EXT.57
1859;HALFWAY GARDENS EXT.58
1860;HALFWAY GARDENS EXT.60
1861;HALFWAY GARDENS EXT.61
1862;HALFWAY GARDENS EXT.62
1863;HALFWAY GARDENS EXT.64
1864;HALFWAY GARDENS EXT.65
1865;HALFWAY GARDENS EXT.66
1866;HALFWAY GARDENS EXT.67
1867;HALFWAY GARDENS EXT.70
1868;HALFWAY GARDENS EXT.71
1869;HALFWAY GARDENS EXT.72
1870;HALFWAY GARDENS EXT.73
1871;HALFWAY GARDENS EXT.74
1872;HALFWAY GARDENS EXT.76
1873;HALFWAY GARDENS EXT.77
1874;HALFWAY GARDENS EXT.78
1875;HALFWAY GARDENS EXT.79
1876;HALFWAY GARDENS EXT.80
1877;HALFWAY GARDENS EXT.84
1878;HALFWAY GARDENS EXT.85
1879;HALFWAY GARDENS EXT.86
1880;HALFWAY GARDENS EXT.87
1881;HALFWAY GARDENS EXT.90
1882;HALFWAY GARDENS EXT.91
1883;HALFWAY GARDENS EXT.92
1884;HALFWAY GARDENS EXT.94
1885;HALFWAY GARDENS EXT.95
1886;HALFWAY GARDENS EXT.96
1887;HALFWAY GARDENS EXT.97
1888;HALFWAY GARDENS EXT.98
1889;HALFWAY GARDENS EXT.99
1890;HALFWAY GARDENS EXT.100
1891;HALFWAY GARDENS EXT.101
1892;HALFWAY GARDENS EXT.102
1893;HALFWAY GARDENS EXT.103
1894;HALFWAY GARDENS EXT.104
1895;HALFWAY GARDENS EXT.105
1896;HALFWAY GARDENS EXT.108
1897;HALFWAY GARDENS EXT.109
1898;HALFWAY GARDENS EXT.110
1899;HALFWAY GARDENS EXT.111
1900;HALFWAY GARDENS EXT.112
1901;HALFWAY GARDENS EXT.113
1902;HALFWAY GARDENS EXT.115
1903;HALFWAY GARDENS EXT.119
1904;HALFWAY GARDENS EXT.120
1905;HALFWAY GARDENS EXT.121
1906;HALFWAY GARDENS EXT.122
1907;HALFWAY GARDENS EXT.124
1908;HALFWAY GARDENS EXT.125
1909;HALFWAY GARDENS EXT.126
1910;HALFWAY GARDENS EXT.127
1911;HALFWAY GARDENS EXT.128
1912;HALFWAY GARDENS EXT.129
1913;HALFWAY GARDENS EXT.131
1914;HALFWAY GARDENS EXT.133
1915;HALFWAY GARDENS EXT.135
1916;HALFWAY GARDENS EXT.136
1917;HALFWAY GARDENS EXT.140
1918;HALFWAY GARDENS EXT.141
1919;HALFWAY HOUSE
1920;HALFWAY HOUSE EXT.2
1921;HALFWAY HOUSE EXT.3
1922;HALFWAY HOUSE EXT.7
1923;HALFWAY HOUSE EXT.12
1924;HALFWAY HOUSE EXT.13
1925;HALFWAY HOUSE EXT.14
1926;HALFWAY HOUSE EXT.15
1927;HALFWAY HOUSE EXT.16
1928;HALFWAY HOUSE EXT.17
1929;HALFWAY HOUSE EXT.18
1930;HALFWAY HOUSE EXT.20
1931;HALFWAY HOUSE EXT.23
1932;HALFWAY HOUSE EXT.24
1933;HALFWAY HOUSE EXT.28
1934;HALFWAY HOUSE EXT.30
1935;HALFWAY HOUSE EXT.32
1936;HALFWAY HOUSE EXT.34
1937;HALFWAY HOUSE EXT.35
1938;HALFWAY HOUSE EXT.36
1939;HALFWAY HOUSE EXT.37
1940;HALFWAY HOUSE EXT.41
1941;HALFWAY HOUSE EXT.43
1942;HALFWAY HOUSE EXT.44
1943;HALFWAY HOUSE EXT.47
1944;HALFWAY HOUSE EXT.48
1945;HALFWAY HOUSE EXT.49
1946;HALFWAY HOUSE EXT.50
1947;HALFWAY HOUSE EXT.51
1948;HALFWAY HOUSE EXT.52
1949;HALFWAY HOUSE EXT.53
1950;HALFWAY HOUSE EXT.54
1951;HALFWAY HOUSE EXT.55
1952;HALFWAY HOUSE EXT.56
1953;HALFWAY HOUSE EXT.57
1954;HALFWAY HOUSE EXT.58
1955;HALFWAY HOUSE EXT.59
1956;HALFWAY HOUSE EXT.60
1957;HALFWAY HOUSE EXT.63
1958;HALFWAY HOUSE EXT.64
1959;HALFWAY HOUSE EXT.65
1960;HALFWAY HOUSE EXT.70
1961;HALFWAY HOUSE EXT.71
1962;HALFWAY HOUSE EXT.74
1963;HALFWAY HOUSE EXT.76
1964;HALFWAY HOUSE EXT.77
1965;HALFWAY HOUSE EXT.78
1966;HALFWAY HOUSE EXT.80
1967;HALFWAY HOUSE EXT.81
1968;HALFWAY HOUSE EXT.83
1969;HALFWAY HOUSE EXT.85
1970;HALFWAY HOUSE EXT.86
1971;HALFWAY HOUSE EXT.88
1972;HALFWAY HOUSE EXT.90
1973;HALFWAY HOUSE EXT.92
1974;HALFWAY HOUSE EXT.93
1975;HALFWAY HOUSE EXT.94
1976;HALFWAY HOUSE EXT.95
1977;HALFWAY HOUSE EXT.96
1978;HALFWAY HOUSE EXT.97
1979;HALFWAY HOUSE EXT.99
1980;HALFWAY HOUSE EXT.101
1981;HALFWAY HOUSE EXT.102
1982;HALFWAY HOUSE EXT.103
1983;HALFWAY HOUSE EXT.105
1984;HALFWAY HOUSE EXT.109
1985;HALFWAY HOUSE EXT.110
1986;HALFWAY HOUSE EXT.111
1987;HALFWAY HOUSE EXT.112
1988;HALFWAY HOUSE EXT.113
1989;HALFWAY HOUSE EXT.114
1990;HALFWAY HOUSE EXT.116
1991;HALFWAY HOUSE EXT.119
1992;HALFWAY HOUSE EXT.122
1993;HALFWAY HOUSE EXT.124
1994;HALFWAY HOUSE EXT.125
1995;HALFWAY HOUSE EXT.126
1996;HALFWAY HOUSE EXT.127
1997;HALFWAY HOUSE EXT.128
1998;HALFWAY HOUSE EXT.130
1999;HALFWAY HOUSE ESTATE
2000;HAMBERG
2001;HARROWDENE 4-IR
2002;HARTEBEESTFONTEIN 312-IQ
2003;HARVESTON A.H.
2004;HAWKINS ESTATE
2005;HAWKINS ESTATE EXT.1
2006;HAYLON HILL A.H.
2007;HEADWAY HILL
2008;HELDERKRUIN
2009;HELDERKRUIN EXT.1
2010;HELDERKRUIN EXT.2
2011;HELDERKRUIN EXT.3
2012;HELDERKRUIN EXT.4
2013;HELDERKRUIN EXT.6
2014;HELDERKRUIN EXT.7
2015;HELDERKRUIN EXT.8
2016;HELDERKRUIN EXT.9
2017;HELDERKRUIN EXT.10
2018;HELDERKRUIN EXT.11
2019;HELDERKRUIN EXT.12
2020;HELDERKRUIN EXT.13
2021;HELDERKRUIN EXT.14
2022;HELDERKRUIN EXT.15
2023;HELDERKRUIN EXT.16
2024;HELDERKRUIN EXT.17
2025;HELDERKRUIN EXT.18
2026;HELDERKRUIN EXT.20
2027;HELDERKRUIN EXT.21
2028;HELDERKRUIN EXT.22
2029;HELDERKRUIN EXT.23
2030;HELDERKRUIN EXT.24
2031;HELDERKRUIN EXT.25
2032;HELDERKRUIN EXT.26
2033;HELDERKRUIN EXT.27
2034;HELDERKRUIN EXT.29
2035;HELDERKRUIN EXT.30
2036;HELDERKRUIN EXT.31
2037;HELDERKRUIN EXT.33
2038;HERIOTDALE
2039;HERIOTDALE EXT.1
2040;HERIOTDALE EXT.5
2041;HERIOTDALE EXT.6
2042;HERIOTDALE EXT.7
2043;HERIOTDALE EXT.8
2044;HERIOTDALE EXT.9
2045;HERIOTDALE EXT.10
2046;HERIOTDALE EXT.12
2047;HERIOTDALE EXT.13
2048;HERIOTDALE EXT.18
2049;HERIOTDALE EXT.19
2050;HERIOTDALE EXT.20
2051;HIGHLANDS
2052;HIGHLANDS NORTH
2053;HIGHLANDS NORTH EXT.2
2054;HIGHLANDS NORTH EXT.3
2055;HIGHLANDS NORTH EXT.4
2056;HIGHLANDS NORTH EXT.6
2057;HIGHLANDS NORTH EXT.9
2058;HIGHLANDS NORTH EXT
2059;HILTONIA A.H.
2060;HOMESTEAD PARK
2061;HONEY HILL
2062;HONEY PARK EXT.7
2063;HONEY PARK EXT.10
2064;HONEY PARK EXT.11
2065;HONEY PARK EXT.13
2066;HONEY PARK EXT.14
2067;HONEY PARK EXT.15
2068;HONEY PARK EXT.20
2069;HONEY PARK EXT.21
2070;HONEY PARK EXT.22
2071;HONEY PARK EXT.25
2072;HONEY PARK EXT.27
2073;HONEY PARK EXT.34
2074;HONEYDEW
2075;HONEYDEW EXT.1
2076;HONEYDEW EXT.5
2077;HONEYDEW EXT.15
2078;HONEYDEW EXT.16
2079;HONEYDEW EXT.19
2080;HONEYDEW EXT.20
2081;HONEYDEW EXT.21
2082;HONEYDEW EXT.22
2083;HONEYDEW EXT.28
2084;HONEYDEW EXT.29
2085;HONEYDEW GROVE
2086;HONEYDEW GROVE EXT.3
2087;HONEYDEW GROVE EXT.4
2088;HONEYDEW GROVE EXT.5
2089;HONEYDEW GROVE EXT.7
2090;HONEYDEW GROVE EXT.8
2091;HONEYDEW GROVE EXT.10
2092;HONEYDEW GROVE EXT.14
2093;HONEYDEW MANOR
2094;HONEYDEW MANOR EXT.1
2095;HONEYDEW MANOR EXT.3
2096;HONEYDEW MANOR EXT.4
2097;HONEYDEW MANOR EXT.5
2098;HONEYDEW MANOR EXT.6
2099;HONEYDEW MANOR EXT.7
2100;HONEYDEW MANOR EXT.8
2101;HONEYDEW MANOR EXT.9
2102;HONEYDEW MANOR EXT.10
2103;HONEYDEW MANOR EXT.11
2104;HONEYDEW MANOR EXT.12
2105;HONEYDEW MANOR EXT.13
2106;HONEYDEW MANOR EXT.15
2107;HONEYDEW MANOR EXT.16
2108;HONEYDEW MANOR EXT.17
2109;HONEYDEW MANOR EXT.18
2110;HONEYDEW MANOR EXT.19
2111;HONEYDEW MANOR EXT.20
2112;HONEYDEW MANOR EXT.21
2113;HONEYDEW MANOR EXT.22
2114;HONEYDEW MANOR EXT.23
2115;HONEYDEW MANOR EXT.24
2116;HONEYDEW MANOR EXT.25
2117;HONEYDEW MANOR EXT.26
2118;HONEYDEW MANOR EXT.27
2119;HONEYDEW MANOR EXT.28
2120;HONEYDEW MANOR EXT.29
2121;HONEYDEW MANOR EXT.31
2122;HONEYDEW MANOR EXT.32
2123;HONEYDEW MANOR EXT.33
2124;HONEYDEW MANOR EXT.38
2125;HONEYDEW MANOR EXT.42
2126;HONEYDEW MANOR EXT.45
2127;HONEYDEW MANOR EXT.48
2128;HONEYDEW MANOR EXT.49
2129;HONEYDEW MANOR EXT.50
2130;HONEYDEW MANOR EXT.54
2131;HONEYDEW MANOR EXT.55
2132;HONEYDEW MANOR EXT.60
2133;HONEYDEW MANOR EXT.62
2134;HONEYDEW MANOR EXT.63
2135;HONEYDEW MANOR EXT.65
2136;HONEYDEW MANOR EXT.66
2137;HONEYDEW MANOR EXT.68
2138;HONEYDEW MANOR EXT.75
2139;HONEYDEW RIDGE EXT.5
2140;HONEYDEW RIDGE EXT.6
2141;HONEYDEW RIDGE EXT.7
2142;HONEYDEW RIDGE EXT.8
2143;HONEYDEW RIDGE EXT.10
2144;HONEYDEW RIDGE EXT.11
2145;HONEYDEW RIDGE EXT.12
2146;HONEYDEW RIDGE EXT.13
2147;HONEYDEW RIDGE EXT.14
2148;HONEYDEW RIDGE EXT.15
2149;HOOGLAND
2150;HOOGLAND EXT.2
2151;HOOGLAND EXT.9
2152;HOOGLAND EXT.10
2153;HOOGLAND EXT.12
2154;HOOGLAND EXT.15
2155;HOOGLAND EXT.19
2156;HOOGLAND EXT.20
2157;HOOGLAND EXT.22
2158;HOOGLAND EXT.23
2159;HOOGLAND EXT.24
2160;HOOGLAND EXT.25
2161;HOOGLAND EXT.29
2162;HOOGLAND EXT.30
2163;HOOGLAND EXT.32
2164;HOOGLAND EXT.34
2165;HOOGLAND EXT.35
2166;HOOGLAND EXT.40
2167;HOOGLAND EXT.41
2168;HOOGLAND EXT.42
2169;HOOGLAND EXT.43
2170;HOOGLAND EXT.44
2171;HOOGLAND EXT.45
2172;HOOGLAND EXT.46
2173;HOOGLAND EXT.47
2174;HOOGLAND EXT.50
2175;HOOGLAND EXT.51
2176;HOOGLAND EXT.53
2177;HOOGLAND EXT.55
2178;HOOGLAND EXT.56
2179;HOOGLAND EXT.57
2180;HOOGLAND EXT.59
2181;HOOGLAND EXT.61
2182;HOOGLAND EXT.62
2183;HOOGLAND EXT.65
2184;HOOGLAND EXT.81
2185;HORISON
2186;HORISON EXT.1
2187;HORISON PARK
2188;HORIZON VIEW
2189;HORIZON VIEW EXT.1
2190;HORIZON VIEW EXT.3
2191;HORIZON VIEW EXT.4
2192;HORIZON VIEW EXT.5
2193;HOSPITAAL 230-IQ
2194;HOUGHTON ESTATE
2195;HOUGHTON ESTATE 56-IR
2196;HUNTERS HILL A.H.
2197;HURL PARK
2198;HURLINGHAM
2199;HURLINGHAM EXT.1
2200;HURLINGHAM EXT.2
2201;HURLINGHAM EXT.5
2202;HURLINGHAM EXT.6
2203;HURLINGHAM EXT.7
2204;HURLINGHAM EXT.9
2205;HURLINGHAM GARDENS
2206;HURST HILL
2207;HYDE PARK
2208;HYDE PARK EXT.1
2209;HYDE PARK EXT.2
2210;HYDE PARK EXT.4
2211;HYDE PARK EXT.5
2212;HYDE PARK EXT.6
2213;HYDE PARK EXT.7
2214;HYDE PARK EXT.8
2215;HYDE PARK EXT.9
2216;HYDE PARK EXT.11
2217;HYDE PARK EXT.12
2218;HYDE PARK EXT.14
2219;HYDE PARK EXT.15
2220;HYDE PARK EXT.16
2221;HYDE PARK EXT.17
2222;HYDE PARK EXT.18
2223;HYDE PARK EXT.19
2224;HYDE PARK EXT.21
2225;HYDE PARK EXT.22
2226;HYDE PARK EXT.23
2227;HYDE PARK EXT.24
2228;HYDE PARK EXT.25
2229;HYDE PARK EXT.27
2230;HYDE PARK EXT.28
2231;HYDE PARK EXT.29
2232;HYDE PARK EXT.30
2233;HYDE PARK EXT.31
2234;HYDE PARK EXT.32
2235;HYDE PARK EXT.34
2236;HYDE PARK EXT.36
2237;HYDE PARK EXT.37
2238;HYDE PARK EXT.38
2239;HYDE PARK EXT.39
2240;HYDE PARK EXT.40
2241;HYDE PARK EXT.42
2242;HYDE PARK EXT.43
2243;HYDE PARK EXT.44
2244;HYDE PARK EXT.45
2245;HYDE PARK EXT.46
2246;HYDE PARK EXT.47
2247;HYDE PARK EXT.48
2248;HYDE PARK EXT.49
2249;HYDE PARK EXT.51
2250;HYDE PARK EXT.52
2251;HYDE PARK EXT.53
2252;HYDE PARK EXT.55
2253;HYDE PARK EXT.56
2254;HYDE PARK EXT.57
2255;HYDE PARK EXT.58
2256;HYDE PARK EXT.59
2257;HYDE PARK EXT.62
2258;HYDE PARK EXT.63
2259;HYDE PARK EXT.64
2260;HYDE PARK EXT.65
2261;HYDE PARK EXT.66
2262;HYDE PARK EXT.72
2263;HYDE PARK EXT.73
2264;HYDE PARK EXT.74
2265;HYDE PARK EXT.77
2266;HYDE PARK EXT.78
2267;HYDE PARK EXT.80
2268;HYDE PARK EXT.81
2269;HYDE PARK EXT.82
2270;HYDE PARK EXT.83
2271;HYDE PARK EXT.85
2272;HYDE PARK EXT.86
2273;HYDE PARK EXT.87
2274;HYDE PARK EXT.89
2275;HYDE PARK EXT.90
2276;HYDE PARK EXT.94
2277;HYDE PARK EXT.96
2278;HYDE PARK EXT.97
2279;HYDE PARK EXT.99
2280;HYDE PARK EXT.103
2281;HYDE PARK EXT.106
2282;HYDE PARK EXT.110
2283;HYDE PARK EXT.112
2284;HYDE PARK EXT.118
2285;HYDE PARK EXT.120
2286;HYDE PARK EXT.121
2287;HYDE PARK EXT.122
2288;HYDE PARK EXT.123
2289;HYDE PARK EXT.124
2290;HYDE PARK EXT.125
2291;HYDE PARK EXT.128
2292;HYDE PARK EXT.130
2293;HYDE PARK EXT.131
2294;HYDE PARK EXT.135
2295;HYDE PARK EXT.136
2296;HYDE PARK A. SETTLEMENT
2297;ILLOVO
2298;ILLOVO EXT.1
2299;ILLOVO EXT.2
2300;ILLOVO EXT.3
2301;ILLOVO EXT.4
2302;ILLOVO EXT.7
2303;ILLOVO EXT.8
2304;ILLOVO EXT.9
2305;ILLOVO EXT.10
2306;ILLOVO EXT.11
2307;ILLOVO EXT.12
2308;INADAN A.H.
2309;INANDA
2310;INANDA EXT.1
2311;INANDA EXT.2
2312;INANDA EXT.3
2313;INANDA EXT.4
2314;INDUSTRIA
2315;INDUSTRIA EXT.1
2316;INDUSTRIA EXT.2
2317;INDUSTRIA EXT.3
2318;INDUSTRIA NORTH
2319;INDUSTRIA NORTH EXT.1
2320;INDUSTRIA WEST
2321;INNESFREE 47-IR
2322;IVORY PARK EXT.2
2323;IVORY PARK EXT.5
2324;IVORY PARK EXT.6
2325;IVORY PARK EXT.7
2326;IVORY PARK EXT.8
2327;IVORY PARK EXT.9
2328;IVORY PARK EXT.10
2329;IVORY PARK EXT.12
2330;IVORY PARK EXT.13
2331;JABAVU
2332;JABAVU EXT.1
2333;JABAVU EXT.2
2334;JABAVU EXT.3
2335;JABAVU CENTRAL WESTERN
2336;JABAVU CENTRAL WESTERN EXT.1
2337;JABULANI
2338;JABULANI EXT.1
2339;JACANLEE
2340;JAN HOFMEYR
2341;JEPPESTOWN
2342;JEPPESTOWN SOUTH
2343;JOHANNESBURG
2344;JOHANNESBURG 91-IR
2345;JOHANNESBURG-NORTH
2346;JUDITH'S PAARL
2347;JUKSKEI HEIGHTS
2348;JUKSKEI HEIGHTS EXT.1
2349;JUKSKEI HEIGHTS EXT.2
2350;JUKSKEI HEIGHTS EXT.3
2351;JUKSKEI HEIGHTS EXT.6
2352;JUKSKEI PARK
2353;JUKSKEI PARK EXT.1
2354;JUKSKEI PARK EXT.2
2355;JUKSKEI PARK EXT.3
2356;JUKSKEI PARK EXT.5
2357;JUKSKEI PARK EXT.6
2358;JUKSKEI PARK EXT.9
2359;JUKSKEI VIEW EXT.7
2360;JUKSKEI VIEW EXT.9
2361;JUKSKEI VIEW EXT.15
2362;JUKSKEI VIEW EXT.16
2363;JUKSKEI VIEW EXT.17
2364;JUKSKEI VIEW EXT.18
2365;JUKSKEI VIEW EXT.19
2366;JUKSKEI VIEW EXT.37
2367;JUKSKEI VIEW EXT.38
2368;JUKSKEI VIEW EXT.39
2369;JUKSKEI VIEW EXT.40
2370;JUKSKEI VIEW EXT.41
2371;JUKSKEI VIEW EXT.42
2372;JUKSKEI VIEW EXT.43
2373;JUKSKEI VIEW EXT.44
2374;JUKSKEI VIEW EXT.47
2375;JUKSKEI VIEW EXT.50
2376;JUKSKEI VIEW EXT.51
2377;JUKSKEI VIEW EXT.52
2378;JUKSKEI VIEW EXT.53
2379;JUKSKEI VIEW EXT.55
2380;JUKSKEI VIEW EXT.56
2381;JUKSKEI VIEW EXT.57
2382;JUKSKEI VIEW EXT.58
2383;JUKSKEI VIEW EXT.67
2384;JUKSKEI VIEW EXT.71
2385;JUKSKEI VIEW EXT.72
2386;JUKSKEI VIEW EXT.73
2387;JUKSKEI VIEW EXT.76
2388;JUKSKEI VIEW EXT.77
2389;JUKSKEI VIEW EXT.78
2390;JUKSKEI VIEW EXT.79
2391;JUKSKEI VIEW EXT.80
2392;JUKSKEI VIEW EXT.81
2393;JUKSKEI VIEW EXT.83
2394;JUKSKEI VIEW EXT.85
2395;JUKSKEI VIEW EXT.86
2396;JUKSKEI VIEW EXT.87
2397;JUKSKEI VIEW EXT.88
2398;JUKSKEI VIEW EXT.89
2399;JUKSKEI VIEW EXT.105
2400;JUKSKEI VIEW EXT.107
2401;JUKSKEI VIEW EXT.117
2402;JUKSKEI VIEW EXT.122
2403;JUKSKEI VIEW EXT.124
2404;JUKSKEI VIEW EXT.126
2405;JUKSKEI VIEW EXT.127
2406;JUKSKEI VIEW EXT.128
2407;JUKSKEI VIEW EXT.138
2408;JUKSKEI VIEW EXT.139
2409;JUKSKEI VIEW EXT.142
2410;JUKSKEI VIEW EXT.144
2411;JUKSKEI VIEW EXT.147
2412;KAALFONTEIN EXT.1
2413;KAALFONTEIN EXT.2
2414;KAALFONTEIN EXT.3
2415;KAALFONTEIN EXT.4
2416;KAALFONTEIN EXT.5
2417;KAALFONTEIN EXT.6
2418;KAALFONTEIN EXT.7
2419;KAALFONTEIN EXT.8
2420;KAALFONTEIN EXT.9
2421;KAALFONTEIN EXT.10
2422;KAALFONTEIN EXT.11
2423;KAALFONTEIN EXT.12
2424;KAALFONTEIN EXT.13
2425;KAALFONTEIN EXT.14
2426;KAALFONTEIN EXT.15
2427;KAALFONTEIN EXT.16
2428;KAALFONTEIN EXT.17
2429;KAALFONTEIN EXT.18
2430;KAALFONTEIN EXT.22
2431;KAALFONTEIN EXT.23
2432;KAALFONTEIN 13-IR
2433;KANANA PARK
2434;KANANA PARK EXT.1
2435;KANANA PARK EXT.2
2436;KANANA PARK EXT.3
2437;KANANA PARK EXT.5
2438;KELLAND
2439;KELLAND EXT.1
2440;KELLY RIDGE
2441;KELVIN
2442;KELVIN VIEW
2443;KENGIES EXT.1
2444;KENGIES EXT.7
2445;KENGIES EXT.8
2446;KENGIES EXT.9
2447;KENGIES EXT.10
2448;KENGIES EXT.12
2449;KENGIES EXT.13
2450;KENGIES EXT.14
2451;KENGIES EXT.16
2452;KENGIES EXT.17
2453;KENGIES EXT.20
2454;KENGIES EXT.21
2455;KENGIES EXT.23
2456;KENGIES EXT.29
2457;KENGIES EXT.32
2458;KENGIES EXT.33
2459;KENGIES EXT.35
2460;KENGIES EXT.40
2461;KENGIES EXT.45
2462;KENGIES EXT.46
2463;KENGIES EXT.49
2464;KENGIES EXT.51
2465;KENGIES EXT.53
2466;KENGIES EXT.54
2467;KENGIES EXT.55
2468;KENGIES EXT.56
2469;KENGIES A.H.
2470;KENILWORTH
2471;KENILWORTH EXT.1
2472;KENILWORTH EXT.3
2473;KENSINGTON
2474;KENSINGTON EXT.3
2475;KENSINGTON EXT.4
2476;KENSINGTON EXT.5
2477;KENSINGTON EXT.6
2478;KENSINGTON EXT.7
2479;KENSINGTON EXT.8
2480;KENSINGTON EXT.9
2481;KENSINGTON EXT.10
2482;KENSINGTON EXT.11
2483;KENSINGTON EXT.12
2484;KENSINGTON EXT.13
2485;KENSINGTON B
2486;KENTVIEW
2487;KEVIN RIDGE
2488;KEVIN RIDGE EXT.3
2489;KEVIN RIDGE EXT.4
2490;KEVIN RIDGE EXT.27
2491;KEW
2492;KEW EXT.1
2493;KHYBER ROCK
2494;KHYBER ROCK EXT.5
2495;KHYBER ROCK EXT.6
2496;KHYBER ROCK EXT.7
2497;KIASHA PARK
2498;KIASHA PARK EXT.1
2499;KIBLER PARK
2500;KILDRUMMY A.H.
2501;KILLARNEY
2502;KIMBULT A.H.
2503;KLEVE A.H.
2504;KLEVEHILL PARK
2505;KLEVEHILL PARK EXT.2
2506;KLIPFONTEIN 12-IR
2507;KLIPFONTEIN 203-IQ
2508;KLIPFONTEIN 58-IR
2509;KLIPFONTEIN VIEW
2510;KLIPFONTEIN VIEW EXT.1
2511;KLIPFONTEIN VIEW EXT.2
2512;KLIPFONTEIN VIEW EXT.3
2513;KLIPFONTEIN VIEW EXT.5
2514;KLIPRIVIERSBERG
2515;KLIPRIVIERSBERG 106-IR
2516;KLIPRIVIERSBERG ESTATE S.H.
2517;KLIPRIVIERSOOG EXT.1
2518;KLIPRIVIERSOOG 299-IQ
2519;KLIPRIVIERSOOG ESTATE
2520;KLIPSPRUIT
2521;KLIPSPRUIT EXT.2
2522;KLIPSPRUIT EXT.4
2523;KLIPSPRUIT EXT.5
2524;KLIPSPRUIT EXT.6
2525;KLIPSPRUIT EXT.11
2526;KLIPSPRUIT 298-IQ
2527;KLIPSPRUIT 318-IQ
2528;KLIPSPRUIT WEST
2529;KLIPSPRUIT WEST EXT.1
2530;KLIPSPRUIT WEST EXT.2
2531;KLOOFENDAL
2532;KLOOFENDAL EXT.1
2533;KLOOFENDAL EXT.2
2534;KLOOFENDAL EXT.3
2535;KLOOFENDAL EXT.4
2536;KLOOFENDAL EXT.5
2537;KNOPJESLAAGTE 385-JR
2538;KRAMERVILLE
2539;KROMVLEI 142-IR
